FileName,DataSize,ElapsedMilliseconds
1000sorted.txt,1000,1.0710
1000unsorted.txt,1000,1.2615
5000sorted.txt,5000,24.8152
5000unsorted.txt,5000,26.5261
10000sorted.txt,10000,95.6346
10000unsorted.txt,10000,94.2944
50000sorted.txt,50000,2397.9379
50000unsorted.txt,50000,2427.6097
75000sorted.txt,75000,5311.1856
75000unsorted.txt,75000,5360.8278
100000sorted.txt,100000,9534.6793
100000unsorted.txt,100000,9571.4427
500000sorted.txt,500000,246425.8115
500000unsorted.txt,500000,250017.0053
1000000sorted.txt,1000000,977360.8131
1000000unsorted.txt,1000000,973798.7859
